,verbatim_id,stakeholder,questions,responses,disease
557,381,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Getting a good team was very important because I needed assistance and suck,IBD
558,382,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Nothing in particular right now,IBD
563,386,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Getting netter. I was really down in the dumps but god did.,IBD
564,386,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Getting netter. I was really down in the dumps but god did.,IBD
580,399,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Moral support from family and now I am prepared to living life to its fullest,IBD
581,399,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Moral support from family and now I am prepared to living life to its fullest,IBD
582,399,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Moral support from family and now I am prepared to living life to its fullest,IBD
583,399,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Moral support from family and now I am prepared to living life to its fullest,IBD
588,402,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I was treated and my condition improved. I now see a physician as needed.,IBD
612,419,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Getting my pain under control.,IBD
614,419,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Getting my pain under control.,IBD
620,424,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Knowing I had many different medications I could try.,IBD
632,436,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Find a way to cope with the stress,IBD
638,441,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I have not . I do not want to accept it because that means it will be the end for me,IBD
639,441,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I have not . I do not want to accept it because that means it will be the end for me,IBD
640,442,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ","the treatment , its a nasty problem to have and i want meds to work to ease the symptoms",IBD
642,442,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ","the treatment , its a nasty problem to have and i want meds to work to ease the symptoms",IBD
647,444,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Managing the stress of the disease is the most troubling for me,IBD
648,445,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Knowing if I could be treated properly.,IBD
654,450,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Accepting I had a disease and preparing myself for treatment,IBD
659,453,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That I have a prescription medicines that I can take to ease the chroans disease.,IBD
663,456,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That I have doctors that specialize in the disease that I trust. I feel that is most important.,IBD
664,456,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That I have doctors that specialize in the disease that I trust. I feel that is most important.,IBD
668,459,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ","Everything, it was so important and fun etc.",IBD
676,465,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Going to the bathroom 5 to 10 times a day is not any fun,IBD
677,465,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Going to the bathroom 5 to 10 times a day is not any fun,IBD
678,465,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Going to the bathroom 5 to 10 times a day is not any fun,IBD
686,473,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Just accepting knowing that I could get help and be vetter,IBD
721,497,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That there is medication -- I feel that's a relief that I may be able to have a better life.,IBD
722,497,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That there is medication -- I feel that's a relief that I may be able to have a better life.,IBD
723,497,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That there is medication -- I feel that's a relief that I may be able to have a better life.,IBD
724,497,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That there is medication -- I feel that's a relief that I may be able to have a better life.,IBD
725,498,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Having a doctor who was compassionate.,IBD
730,502,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I need steroids and possible surgery. I don't want surgery so I'm coming to terms that this disease cannot be cured.,IBD
740,510,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",The most important factor was dealing with the reality of my situation,IBD
741,511,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Learning about the disease was scary especially knowing cancer risks are increased.,IBD
743,513,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Other people supporting me and helping me along the ways,IBD
756,523,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",my overall health worsening and thats important,IBD
757,523,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",my overall health worsening and thats important,IBD
758,524,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",resources and trustworthy medication available,IBD
860,605,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",The stress of not knowing is the hardest part. If itâ€™s gonna get worse and worse,IBD
861,605,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",The stress of not knowing is the hardest part. If itâ€™s gonna get worse and worse,IBD
862,605,yn_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",The stress of not knowing is the hardest part. If itâ€™s gonna get worse and worse,IBD
913,638,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",What medications were available and what would be right for me. The side effects from the medication.,IBD
914,638,yn,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",What medications were available and what would be right for me. The side effects from the medication.,IBD
946,663,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Knowing the costs that I would have to pay out of pocket,IBD
947,663,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Knowing the costs that I would have to pay out of pocket,IBD
1002,702,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",I would say having so many different works and people to help.,IBD
1006,707,yn_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",Great product overall. That was the main reason why in my opinion.,IBD
1026,723,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",How well I understood the medication given to me and how it works,IBD
1027,723,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",How well I understood the medication given to me and how it works,IBD
1048,740,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Using the medicine and using it when flare ups happen.,IBD
1049,740,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Using the medicine and using it when flare ups happen.,IBD
1052,745,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Knowing the meds and potential side effects,IBD
1063,757,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Understanding the way the medication will effect my health,IBD
1071,762,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",The brand of medication because my system is extremely weak and sensitive,IBD
1072,763,yn_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",the doctor and staff are amazing in my journey with dealing with this condition . the most importnant is the meds without meds its left untreated to get worse,IBD
1074,765,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Feeling like I have support emotionally,IBD
1075,766,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Knowing all the j formation about money.,IBD
1084,771,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Feeling prepared to undergo the treatment,IBD
1088,774,yn_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",How well I know my medication. Not sure of the side effects.,IBD
1090,777,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Understanding the side effects of medication. I am very sensitive to medication.,IBD
1095,780,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",I don't really know I just felt that the distance was more important.,IBD
1102,786,yn_pr,"Of these factors, which was most important to feeling prepared, and why?Â ","So far the doctor have said. you are not in the best condition to have this condition and your are not the worse, so you fall right into the middle. Meds done works, surgery is a major step & we don't know if it will help... This is what I am told & what do I want to ???????????",IBD
1103,786,yn_pr,"Of these factors, which was most important to feeling prepared, and why?Â ","So far the doctor have said. you are not in the best condition to have this condition and your are not the worse, so you fall right into the middle. Meds done works, surgery is a major step & we don't know if it will help... This is what I am told & what do I want to ???????????",IBD
1104,786,yn_pr,"Of these factors, which was most important to feeling prepared, and why?Â ","So far the doctor have said. you are not in the best condition to have this condition and your are not the worse, so you fall right into the middle. Meds done works, surgery is a major step & we don't know if it will help... This is what I am told & what do I want to ???????????",IBD
1110,794,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",To take me over and no what to do,IBD
1111,794,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",To take me over and no what to do,IBD
1124,803,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Knowing the side effects and if my insurance will cover it,IBD
1125,803,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Knowing the side effects and if my insurance will cover it,IBD
1129,809,yn_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",Having a friend to support me and my needs,IBD
1130,809,yn_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",Having a friend to support me and my needs,IBD
1143,818,yn,"Of these factors, which was most important to feeling prepared, and why?Â ","Having a doctor close by so I do'nt have to drive very far when needed, during urgent care.",IBD
1144,819,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",The medication itself. Itâ€™s important to me that it works well.,IBD
1145,819,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",The medication itself. Itâ€™s important to me that it works well.,IBD
1150,823,yn,"Of these factors, which was most important to feeling prepared, and why?Â ","Of these factors, the steroids is the most important to me. I do not want surgery.",IBD
1163,831,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Just being very positive was the most important thing,IBD
1164,832,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Fear because of side-effects of medicine versus risks of not taking it.,IBD
1166,834,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",The fact there is a medication to cure me otherwise I feel like Iâ€™m dying,IBD
1177,844,yn_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",it makes a major difference to my overall health,IBD
1178,845,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",medication side effects and if it was safe to take,IBD
1179,845,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",medication side effects and if it was safe to take,IBD
1200,863,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",Having my pills cuz I'll die I'd I don't have them,IBD
1280,926,yn_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",Side effects are so I can be ready,IBD
1329,959,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",The medication and the side effects. How it would effect my day to day life.,IBD
1330,959,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",The medication and the side effects. How it would effect my day to day life.,IBD
1331,959,yn,"Of these factors, which was most important to feeling prepared, and why?Â ",The medication and the side effects. How it would effect my day to day life.,IBD
1370,984,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","Really none, I think I thought it through enough",IBD
1431,1023,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",It was good and I would say that an average of two weeks,IBD
1432,1024,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I like to have about a week to decided,IBD
1434,1024,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I like to have about a week to decided,IBD
1435,1024,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I like to have about a week to decided,IBD
1442,1028,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A lot of time I wish I had back,IBD
1443,1028,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A lot of time I wish I had back,IBD
1444,1028,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A lot of time I wish I had back,IBD
1467,1041,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Immediately and with decisive information available it was not long,IBD
1468,1041,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Immediately and with decisive information available it was not long,IBD
1474,1044,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I did not need much time at all.,IBD
1475,1044,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I did not need much time at all.,IBD
1500,1061,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I take the time I need to decide. I go over all the information. And weigh the pros and cons.,IBD
1525,1078,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I took my time to start the prescription,IBD
1526,1078,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I took my time to start the prescription,IBD
1532,1083,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish i had accepted it way before,IBD
1533,1083,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish i had accepted it way before,IBD
1534,1084,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",i completely trust my doctor and nurse staff. they have my best intintions in mind. they tell me to take it i sure will. they have alwys been there for me,IBD
1536,1084,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",i completely trust my doctor and nurse staff. they have my best intintions in mind. they tell me to take it i sure will. they have alwys been there for me,IBD
1540,1086,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",As much as I needed to take to male a informed choice that I fely comfortable with,IBD
1541,1087,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Not very much I guess. I donâ€™t know whatâ€™s average there.,IBD
1547,1092,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A few days I usually decide and I go ahead and do what I need to do,IBD
1548,1092,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A few days I usually decide and I go ahead and do what I need to do,IBD
1552,1095,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I would need about a week to concider the factors.,IBD
1555,1098,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",At least a week so I can do my own research and talk to family members.,IBD
1556,1098,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",At least a week so I can do my own research and talk to family members.,IBD
1560,1101,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","A couple of days, maybe a week or two.",IBD
1571,1107,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","I am not sure what I want to do, more med that could cause MORE injury to my lower GI track",IBD
1572,1107,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","I am not sure what I want to do, more med that could cause MORE injury to my lower GI track",IBD
1589,1115,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had listened to my doctor carefully,IBD
1590,1115,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had listened to my doctor carefully,IBD
1591,1115,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had listened to my doctor carefully,IBD
1592,1115,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had listened to my doctor carefully,IBD
1607,1124,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A couple weeks so I can investigate the medication and get reviews,IBD
1616,1130,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",At least a month to consider picking a medication for me,IBD
1630,1139,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","A fair amount of time, maybe a few weeks at least.",IBD
1631,1139,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","A fair amount of time, maybe a few weeks at least.",IBD
1632,1139,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","A fair amount of time, maybe a few weeks at least.",IBD
1633,1140,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A few days to research it if possible,IBD
1634,1140,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A few days to research it if possible,IBD
1635,1140,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A few days to research it if possible,IBD
1640,1144,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I need to talk to my Doctor for 30 minutes to decide if I will take the steroids.,IBD
1641,1144,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I need to talk to my Doctor for 30 minutes to decide if I will take the steroids.,IBD
1657,1152,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had at least a weeks more time,IBD
1658,1152,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had at least a weeks more time,IBD
1659,1153,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A couple of weeks. Enough time to learn about it.,IBD
1673,1165,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",a nice amount of time without having my health compromised,IBD
1674,1165,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",a nice amount of time without having my health compromised,IBD
1675,1166,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I would ideally like a few days to research the medication prescribed,IBD
1705,1184,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I don't wish to spend any time at any doctor office,IBD
1707,1184,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I don't wish to spend any time at any doctor office,IBD
1818,1247,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Usually just a few days and I can make a decision,IBD
1820,1247,yn_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Usually just a few days and I can make a decision,IBD
1871,1280,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I think I spent the right amount of time to consider my doctors recommended prescription.,IBD
1872,1280,yn,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I think I spent the right amount of time to consider my doctors recommended prescription.,IBD
