,verbatim_id,stakeholder,questions,responses,disease
469,314,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,When Sundays I can't get off the bed to do anything,Prostate Cancer
477,318,yy,Describe your experience of being diagnosed or told your disease had progressed.,I had no other choice but to follow her suggestions for the best,Prostate Cancer
478,319,yy,Describe your experience of being diagnosed or told your disease had progressed.,"I was devastated, but I was determined and willing to get better so I decided to undergo chemotherapy",Prostate Cancer
515,348,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",The most important thing was quality treatment,Prostate Cancer
523,355,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",My family and friends helped a lot,Prostate Cancer
594,406,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",having a plan for what to do to restrict the cancer in the future,Prostate Cancer
682,469,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",The doctor explained all actions that I could take and told me which one he thought was best,Prostate Cancer
688,475,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",The medication that was available I knew people had gotten better,Prostate Cancer
701,484,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Not be in denial would not help/,Prostate Cancer
702,485,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",confidence in the doctor that I could be cured,Prostate Cancer
736,506,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Having resources available because I need as many options as possible.,Prostate Cancer
745,515,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",script exists for my condition,Prostate Cancer
750,518,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",It was difficult but I had to do it to survive,Prostate Cancer
766,531,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That i have resources available. I had several experts in their field and felt comforted by this.,Prostate Cancer
795,554,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",The most important is knowing that there is a medication that exists because it gives me hope.,Prostate Cancer
804,561,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I feel comfortable with the medications because I was prepared,Prostate Cancer
805,562,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I have a coping plan for everything that is going on,Prostate Cancer
807,563,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",most important was getting my affairs in order for the eventuality of my death,Prostate Cancer
814,568,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Trust in my doctors and nurses. They knew what they were doing and kept me fully informed. Straight forward and honest.,Prostate Cancer
815,569,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Preparing my resolve and doing as the doctor Instructions,Prostate Cancer
816,570,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I was told the condition can be handled at this early stage if I took hold of it early.,Prostate Cancer
817,571,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ","I had the operation, and it was successful!",Prostate Cancer
818,572,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",To have an survival span as long as possible.,Prostate Cancer
819,573,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ","The success rates of the various treatment options and the doctors experiences with outcomes, their own confidence given the condition, and their experience with after effects and quality of life.",Prostate Cancer
821,574,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That there was a treatment protocol and medication available.,Prostate Cancer
822,576,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Treatment was available. Also comforting to know that treatments are also in development.,Prostate Cancer
825,578,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",A great treatment program that would help me,Prostate Cancer
827,579,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That I have it and thre was nothing I could do other than get treatment or possibly die from it,Prostate Cancer
829,582,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Having confidence in my health care providers,Prostate Cancer
830,583,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",hat there was a treament out there for me to ok so i can ge rid of the cancer,Prostate Cancer
832,584,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Having a plan to deal with everything.,Prostate Cancer
833,585,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I had a plan and a team to get me through this,Prostate Cancer
836,588,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Having a plan to cope with any disease or disorders,Prostate Cancer
837,589,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Having the healthcare professionals to get me through this disease,Prostate Cancer
838,590,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ","There were know drugs in chemo, and the experts were available",Prostate Cancer
839,592,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",that i have a plan and was ready for what is coming next,Prostate Cancer
841,594,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Having a plan to cope with my treatment,Prostate Cancer
844,596,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",talking to a mental health professional and family,Prostate Cancer
849,599,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I have a plan for how to deal with the stress of my illness. How can I treat my illness better with a better mindset,Prostate Cancer
854,601,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ","I must die to get to heaven, I really have not let any of this let me down. I feel that I will live life as it comes, and when time comes that I must go ahead to die, I am ready. I feel that we all have this appointed time, and there is no way of stopping it, so why worry about it. I am not in any pain or real discomfort so I feel great.",Prostate Cancer
856,602,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Knowing there was a good solution to the problem put me at ease,Prostate Cancer
859,604,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ","Again, an exceptional group of doctors",Prostate Cancer
864,606,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I canâ€™t handle the fact Iâ€™m going to die,Prostate Cancer
865,607,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",In this case I am having trouble finding the truth. I drink fluid and I eat right.The truth is I am not doing anything out of my Dependency by being wheelchair bond.,Prostate Cancer
866,608,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Being familiar with medication options available.,Prostate Cancer
868,609,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",HAVING THE RESOURCES AND GOOD HEALTHCARE ALREADY IN PLACE.,Prostate Cancer
874,612,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I was willing to get help from the hospital and the doctor,Prostate Cancer
876,613,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Because they are. I feel it shouldn't have to explain,Prostate Cancer
879,614,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Thereâ€™s a medication for my disease because I want to not be in pain all the time.,Prostate Cancer
881,615,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I feel very satisfied with that.,Prostate Cancer
883,617,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Encouraging words from my doctor about treatment,Prostate Cancer
884,618,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",medicine with some metabolic functions,Prostate Cancer
893,625,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",That I would need to accept help from anyone willing to give it,Prostate Cancer
900,630,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Trying to cure it because I hate having to go through this,Prostate Cancer
904,633,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I am not afraid to die and I feel my life isn't that important as I thought,Prostate Cancer
906,634,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Being able to get information about my disease and talking to my family about my health,Prostate Cancer
909,635,yy_pr,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",Because you need to know how what's side effects come with your disease,Prostate Cancer
915,639,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",All of them were important because it's a serious disease,Prostate Cancer
916,640,yy,"Of these factors, which was most important to coming to terms with your diagnosis / disease progression and why?Â ",I had to know that I could get help before my condition worsened,Prostate Cancer
951,669,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",The medication was the most important.,Prostate Cancer
956,672,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",medication itself. How effective and side effects,Prostate Cancer
959,676,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",I know I needed help and my family help a lot and we're getting through it,Prostate Cancer
1033,727,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",the medication and the results from taking it,Prostate Cancer
1107,790,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Insurance to help me with expenses,Prostate Cancer
1127,805,yy,"Of these factors, which was most important to feeling prepared, and why?Â ","My attitude would aid in my treatment, and recovery.",Prostate Cancer
1128,806,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",confidence of doctor in telling me that it had a high chance of working,Prostate Cancer
1156,827,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",The support of a friend/family member as this is a difficult time,Prostate Cancer
1168,836,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",having a doc with a great bedside manner that has known me for many years.,Prostate Cancer
1171,839,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",Getting my family taken care of encase the worst happened,Prostate Cancer
1186,852,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",How well I understood the medication and how it worked. I was given an in depth briefing by a doctor on these matters and it made the situation much less stressful.,Prostate Cancer
1217,875,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",The most important factor was why the medicine works and how to use it. This is important because it made me feel confident.,Prostate Cancer
1226,882,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",That .y family members listen and regularly checked in for me,Prostate Cancer
1228,884,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",finding someone to talk to and getting good advice and a different perspective is very important,Prostate Cancer
1237,889,yy,"Of these factors, which was most important to feeling prepared, and why?Â ","I elected to have surgery, so most of My meds involved pain killers.",Prostate Cancer
1238,890,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",Being familiar with the treatment and what to expect,Prostate Cancer
1240,891,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",I was told to follow directions and keep them updated,Prostate Cancer
1242,892,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",My brain is the one organ that needed to be settle's!,Prostate Cancer
1243,893,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",To cope with the side effects of surgery,Prostate Cancer
1244,894,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",The side effects of the various treatments,Prostate Cancer
1245,895,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",The medication itself and possible side effects.,Prostate Cancer
1246,896,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",insurance not rich need all relief can get,Prostate Cancer
1248,897,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",Cost. I have little to no income.,Prostate Cancer
1249,898,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",THE MENTAL PART WAS THE WORST ONCE I GOT PASSED THAT I WAS READY TO GO GET TREATMENTS AND BEAT THIS.,Prostate Cancer
1252,903,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Not sure I have a good answer for that.,Prostate Cancer
1255,904,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",that my insurance was there for me and was behind my decession 100%,Prostate Cancer
1256,905,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Understanding what I am putting in my body.,Prostate Cancer
1257,906,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Side effects of the medicine that I was prescribed,Prostate Cancer
1261,909,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Finding someone to talk to about what I am going through and having moral support,Prostate Cancer
1262,910,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ","Having someone to talk to, to answer my questions.",Prostate Cancer
1263,911,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Insurance coverage and doctors opinion,Prostate Cancer
1264,912,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ","The medication itself. Side effects, how well it works",Prostate Cancer
1267,917,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",all of the above I feel like it is important to be as prepared as possible and as informed so you know what you are facing,Prostate Cancer
1269,919,yy,"Of these factors, which was most important to feeling prepared, and why?Â ","If I could find someone to talk to, it would help me greatly increase my hope for the condition",Prostate Cancer
1271,920,yy,"Of these factors, which was most important to feeling prepared, and why?Â ","Whether I can find someone to talk to, it won't make me feel very lonely, let me very positive therapy",Prostate Cancer
1276,922,yy,"Of these factors, which was most important to feeling prepared, and why?Â ","this is part of life, I was a conbat veteran in the special forces in vietnam and other places. death has always been around me , we all are born to die, it is no big deal. I beleive in GOD and JESUS CHRIST, AND THATS IT",Prostate Cancer
1277,923,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",that my insurance covered so I wouldn't have to worry about cost,Prostate Cancer
1279,925,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Knowing that everything was covered by the insurance,Prostate Cancer
1281,927,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",Use of medications â€¦I needed to know how they would help.,Prostate Cancer
1282,928,yy,"Of these factors, which was most important to feeling prepared, and why?Â ","The Wheelchair depending, I found that I could manage with out some .",Prostate Cancer
1283,929,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Technically insurance plays the most vital role.,Prostate Cancer
1284,930,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",MY INSURANCE. HAVING NOT TO WORRY ABOUT THE COST.,Prostate Cancer
1290,933,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Doctor ready to go to bat for me,Prostate Cancer
1292,934,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",I can't say for sure which was more important stuff that they are equally important,Prostate Cancer
1293,935,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",The medication itself because without the medication being strong enough or just not right for me. I would be in pain.,Prostate Cancer
1295,936,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",Quality is the best for the quality,Prostate Cancer
1298,938,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Feeling confident that my doctor will work with me,Prostate Cancer
1299,939,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",the medication and metabolic functions,Prostate Cancer
1305,943,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",Doctors direction and wife's input as well as support,Prostate Cancer
1309,946,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",That I knew what I was taking and the benefits of cons of the pill,Prostate Cancer
1320,951,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Having all my meds ready for the day made me prepared,Prostate Cancer
1324,955,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",Having the certain medication and knowing the brand to trust,Prostate Cancer
1325,956,yy_pr,"Of these factors, which was most important to feeling prepared, and why?Â ",To know exactly what type of disease and everything that's going on with your diagnosis so you can be fully aware and alert of it,Prostate Cancer
1332,960,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",They all are important because it's a serious disease,Prostate Cancer
1334,961,yy,"Of these factors, which was most important to feeling prepared, and why?Â ",I had the support of my family,Prostate Cancer
1374,989,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",24 hours to let it all sink in.,Prostate Cancer
1375,990,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",None I'm good with it. I had had enough time.,Prostate Cancer
1383,993,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",almost none. What choice to I have other than let the cancer bgrow,Prostate Cancer
1388,997,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish it was right away I didn't think it would progress as quickly,Prostate Cancer
1579,1111,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Trusting my doctor to help in making decisions,Prostate Cancer
1596,1117,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Moderate is fine because doctors are trusted professionals,Prostate Cancer
1611,1126,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I expect doctors to be knowledgeable about medicines and treatments.,Prostate Cancer
1612,1127,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",1 day would be enough. Might even be shorter,Prostate Cancer
1648,1148,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Not much more than as I was given as this is a serious situation and treatment should not be prolonged.,Prostate Cancer
1663,1157,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","I had plenty of time, no change",Prostate Cancer
1670,1160,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had try get treatment sooner,Prostate Cancer
1689,1173,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I was ready to take it when the doctor prescribed and explained it..,Prostate Cancer
1731,1196,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had at least 2 weeks.,Prostate Cancer
1743,1203,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",It's alright because I absolutely love everything about it and informative,Prostate Cancer
1745,1204,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had just a little more time to consider,Prostate Cancer
1748,1205,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",i wish i had all of the time in the world but that is just not the reality,Prostate Cancer
1752,1210,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","My doctor fully explains why heâ€™s recommending a prescription. He explains the possible side effects. He is disinclined to over prescribe, so I trust him.",Prostate Cancer
1753,1211,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",No time limit I have no problem with the time I took. I had already researched the radiation treatment. I also was confident with the doctor I had chosen,Prostate Cancer
1755,1212,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I think I had the right amount of to consider the prescription,Prostate Cancer
1757,1213,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A good week worth oh preplanning!,Prostate Cancer
1759,1214,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",To take the prescription medication immediately without comment or delay.,Prostate Cancer
1760,1215,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","48 hours, so I have time to look it up and learn about it.",Prostate Cancer
1761,1216,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","I only need about five minutes to make a final decision because I trust ALL of the physicians I have ever had, especially the specialists I am seeing for this cancer.",Prostate Cancer
1762,1217,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",no time needed hes expert and knows what hes doing,Prostate Cancer
1764,1218,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",There was no consideration. I trusted the suggested therapy.,Prostate Cancer
1766,1219,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",IT WAS THE RIGHT AMOUNT OF TIME I DID NOT WANT TO WAIT I WANTED TO GO NOW TO SOONER THE BETTER,Prostate Cancer
1770,1220,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I take my time to consider all outcomes,Prostate Cancer
1773,1221,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","None at all, it was required or th treatment would not work.",Prostate Cancer
1780,1223,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I had enough time to consider treatment and researched it also.,Prostate Cancer
1782,1224,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Minutes but not many. As I stated earlier I had and still have confidence in my medical team.,Prostate Cancer
1783,1225,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",i had enought time to think about and study treatment,Prostate Cancer
1785,1226,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I never though about it much really.,Prostate Cancer
1786,1227,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",No time at all it is what it is,Prostate Cancer
1789,1230,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A day to think on what I am taking and the procedures Iâ€™m taking to get better,Prostate Cancer
1790,1231,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I donâ€™t take any time. I fill out the prescription and take it as firected,Prostate Cancer
1791,1233,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had more time to decide,Prostate Cancer
1795,1234,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",i dont need much time after listening to my doctor.maybe 5minutes or so,Prostate Cancer
1799,1236,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",At least a few months would be the ideal amount of time,Prostate Cancer
1802,1238,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I want ample time to research and see other info,Prostate Cancer
1804,1240,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I hope it's before I get too sick,Prostate Cancer
1806,1241,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I'd taken the doctor's advice before I got too sick,Prostate Cancer
1811,1243,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?","I accepted the doctors report right away, I am not the type of person who is afraid of making a decision, the sooner the better then you can put it behind you and continue with your life.",Prostate Cancer
1815,1244,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wanted to decide as quick as possible to begin treatment,Prostate Cancer
1817,1246,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",No time needed. It was clear that it was needed.,Prostate Cancer
1821,1248,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I donâ€™t have much time to make choices.,Prostate Cancer
1822,1249,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I new that I would have to continue to receive these recommend prescriptions,Prostate Cancer
1823,1250,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",At least a week to conduct research.,Prostate Cancer
1825,1251,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",ABOUT ANOTHER WEEK. PREFER TO HAVE A LONG STANDING AND SOUND COMPANY.,Prostate Cancer
1832,1254,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Not sure if I can get it with my insurance,Prostate Cancer
1833,1255,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had had at least 7 months to decide whether I was or wasn't going to take it,Prostate Cancer
1834,1256,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I gave it less time so I could get the medication right away.,Prostate Cancer
1835,1257,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",Yes I feel very satisfied with that,Prostate Cancer
1839,1260,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",within some days and i really became aware that i need to be fit within few days.,Prostate Cancer
1843,1264,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",It was a no Brainer since my dad and older brother had prostates removed and 1n 1952 my grandfather died from prostate cancer,Prostate Cancer
1848,1267,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I wish I had more time to outweigh the other options before treatment,Prostate Cancer
1858,1272,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",2 weeks because I have to make sure thatâ€™s what I really want to do,Prostate Cancer
1863,1275,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",I hit follow my instruction on when and how many to take and what time to take them,Prostate Cancer
1864,1277,yy_pr,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",After I do research on it and I try to see every little side effects that come with it,Prostate Cancer
1873,1281,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",At least a week to accept or reject,Prostate Cancer
1875,1282,yy,"Thinking of your experience, how much time do you wish you had to consider your doctor's recommended prescription before accepting or rejecting it?",A few weeks to decide. I really wish I could decide sooner.,Prostate Cancer
15,12,yy,Describe your experience of being diagnosed or told your disease had progressed.,I was hopeful that it would help me,IBD
17,13,yy,Describe your experience of being diagnosed or told your disease had progressed.,I was confuse but wanted to treat it,IBD
21,16,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,It was a relief to finally have an answer to why I was feeling so bad and wanted to try anything to help,IBD
39,29,yy,Describe your experience of being diagnosed or told your disease had progressed.,If there is a medicine to make my stomach stop hurting then I'll try it,IBD
51,35,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,He told me that my colon was very inflamed. Was trying to get different medication for it.,IBD
60,42,yy,Describe your experience of being diagnosed or told your disease had progressed.,Had never heard of it till I was diagnosed itâ€™s bad stuff,IBD
72,49,yy,Describe your experience of being diagnosed or told your disease had progressed.,"As long as there is a treatment, I can get through it.",IBD
73,52,yy,Describe your experience of being diagnosed or told your disease had progressed.,I was in a lot of pain so I was ready to try anything,IBD
74,53,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,Not good because the visit was cut short,IBD
77,55,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,It is a terrible feeling but I am accepting it more and more everyday,IBD
79,56,yy,Describe your experience of being diagnosed or told your disease had progressed.,It was a different way to handle it but I realized I needed to listen to medical help,IBD
81,58,yy,Describe your experience of being diagnosed or told your disease had progressed.,It was crazy it was more than I expected to happen,IBD
87,62,yy,Describe your experience of being diagnosed or told your disease had progressed.,Because it was what it was and I had to deal with it,IBD
91,66,yy,Describe your experience of being diagnosed or told your disease had progressed.,It answered a lot of questions. I WAS RELIEVED,IBD
104,76,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,They wanted to try me on a different medication and I was ok with that,IBD
135,99,yy_pr,Describe your experience of being diagnosed or told your disease had progressed.,Disappointed that after many years of success on a medication that the situation changed,IBD
